Time 			w 	# served   total in system (q)195.7216800936161   	2	   1		3
518.8311660264272   	0	   0		0
1538.232199775473   	0	   1		1
1718.7069273165332   	3	   1		4
2322.148076179595   	11	   1		12
2435.080064871987   	4	   1		5
2450.6955102526226   	5	   1		6
2616.6490357197463   	6	   1		7
2824.348582564852   	20	   1		21
2833.211201858821   	20	   1		21
2964.0978135336973   	18	   1		19
3112.7056079123176   	16	   1		17
3421.5741720917895   	15	   1		16
3478.62882399049   	12	   1		13
3508.579021532713   	15	   1		16
3585.037905005451   	16	   1		17
3633.4198534798506   	15	   1		16
3690.8831204942826   	13	   1		14
4263.054821837023   	7	   1		8
4353.810331260126   	5	   1		6
4924.167085547973   	19	   1		20
5574.7665185714295   	24	   1		25
5671.402414423474   	28	   1		29
5690.538285524041   	27	   1		28
6589.439463373284   	40	   1		41
6906.5288551246285   	25	   1		26
7061.480719883071   	22	   1		23
7170.319050864822   	25	   1		26
7297.270080325226   	23	   1		24
7763.560047709506   	21	   1		22
8187.612522411739   	20	   1		21
8336.17652815544   	19	   1		20
9051.551781077816   	7	   1		8
9402.769779104776   	14	   1		15
9471.323448183286   	13	   1		14
10295.357672783884   	23	   1		24
10585.784866164855   	29	   1		30
10796.8992895214   	33	   1		34
11202.50722106165   	27	   1		28
11266.906437420323   	31	   1		32
11618.416700997903   	32	   1		33
11651.486259900894   	31	   1		32
12576.047876847737   	31	   1		32
12810.361359753819   	29	   1		30
12834.469785597403   	30	   1		31
13535.70907157449   	29	   1		30
13996.834892765488   	30	   1		31
14102.69787738315   	29	   1		30
14451.744517168156   	29	   1		30
14640.840215477536   	28	   1		29
15482.056201840207   	27	   1		28
16082.354627990475   	36	   1		37
16317.45979275656   	41	   1		42
16322.651368683702   	40	   1		41
16609.595273591665   	40	   1		41
16902.81972157975   	39	   1		40
16927.120549385985   	40	   1		41
17292.6844628573   	40	   1		41
17348.173486527146   	36	   1		37
17557.048981843756   	35	   1		36
17906.631862776052   	33	   1		34
18048.65901119911   	32	   1		33
18551.223127369743   	45	   1		46
18570.2513681229   	47	   1		48
18922.445037228783   	47	   1		48
19573.67409423199   	36	   1		37
20289.06052545696   	47	   1		48
20572.032378115833   	46	   1		47
20605.39941647031   	47	   1		48
20642.32956837139   	47	   1		48
21857.053261324167   	65	   1		66
22427.016248143525   	47	   1		48
22467.648083299217   	46	   1		47
23054.571972129743   	35	   1		36
23157.85328533437   	34	   1		35
23340.10091589988   	27	   1		28
23410.316716520712   	23	   1		24
24009.366873864677   	24	   1		25
24190.656603415642   	23	   1		24
24205.21479817661   	22	   1		23
24775.531878593392   	12	   1		13
24819.10079051209   	13	   1		14
24857.462916561897   	13	   1		14
24986.356275906608   	8	   1		9
25002.77695166066   	7	   1		8
25028.818426348495   	5	   1		6
25085.160665551986   	8	   1		9
25374.851277145273   	7	   1		8
25836.579380820003   	0	   1		1
25891.60110685439   	4	   1		5
26377.618854413853   	0	   0		0
26513.95777828765   	1	   1		2
27550.889158391536   	1	   1		2
27720.777146951707   	3	   1		4
28158.860705608124   	0	   1		1
28167.77976680296   	1	   1		2
28370.44086163216   	1	   1		2
28421.1278096809   	3	   1		4
28672.3006364101   	6	   1		7
29102.408220607602   	0	   1		1
29584.284035241864   	3	   1		4
29697.60431880538   	3	   1		4
30380.02762914478   	5	   1		6
30556.532354952717   	11	   1		12
30852.887705139663   	19	   1		20
31111.71286242756   	8	   1		9
31324.993329125955   	5	   1		6
31760.87263934554   	8	   1		9
32123.174326140146   	11	   1		12
32405.92875797738   	0	   0		0
32407.084270698713   	0	   0		0
32409.67567605221   	0	   0		0
32501.393584690784   	0	   1		1
32694.430247104938   	0	   1		1
33287.74067328777   	8	   1		9
33539.29994582152   	8	   1		9
33662.19861844763   	10	   1		11
34105.550728473376   	11	   1		12
34372.85175802871   	12	   1		13
34419.18116876035   	12	   1		13
34703.48243868955   	13	   1		14
34755.382832143754   	11	   1		12
35034.458281716805   	8	   1		9
35096.377269787205   	11	   1		12
35247.050341150505   	9	   1		10
35460.862130864894   	10	   1		11
35831.872404369875   	15	   1		16
36155.21700916888   	4	   1		5
36309.25813403143   	9	   1		10
36357.45968665365   	8	   1		9
36512.64553098789   	7	   1		8
36704.43651127543   	10	   1		11
36986.7696478594   	10	   1		11
37026.23977223932   	10	   1		11
37077.91012483991   	8	   1		9
37469.88881659122   	2	   1		3
37738.72608158307   	6	   1		7
38288.956886456464   	14	   1		15
38829.06605030146   	0	   1		1
38848.775064661335   	3	   1		4
38973.262490602574   	3	   1		4
39031.96236458759   	2	   1		3
39202.073481816304   	3	   1		4
39236.67376044144   	2	   1		3
39284.02989127289   	4	   1		5
39529.9621235632   	1	   1		2
39706.035170161944   	1	   1		2
39781.22867813573   	2	   1		3
39803.058700751855   	3	   1		4
39868.52141704596   	6	   1		7
40210.23642428152   	1	   1		2
40361.84607727247   	4	   1		5
40710.73690631389   	2	   1		3
40760.44777392837   	3	   1		4
40783.33077722237   	3	   1		4
41042.5560054038   	4	   1		5
41157.18868942561   	7	   1		8
41332.28434116688   	3	   1		4
41509.57855908262   	2	   1		3
42173.88288297908   	4	   1		5
42210.41190458488   	3	   1		4
42282.33859294878   	3	   1		4
42536.9304544463   	5	   1		6
42716.103308722435   	5	   1		6
42941.415704515835   	0	   0		0
43165.28895664669   	0	   0		0
43182.032185845506   	0	   1		1
43208.18700276113   	0	   1		1
